Axe_Desc_first_purchase,channel_recruitment,first_purchase_discounted,customers,avg_first_basket,avg_90d_value,avg_12m_value,avg_margin_12m,repeat_rate,high_value_rate,omnichannel_rate,median_days_to_second,discount_label,first_category_display,channel_display,cohort_label,estimated_value_pool,decision,commercial_play,why_it_matters,owner,kpi
FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE,store,0,11,533.1363636363636,493.0681818181818,523.3409090909091,509.6363636363636,0.2727272727272727,0.2727272727272727,0.0,1.0,Full Price,Mixed Basket (Fragrance + 3 others),Store,Mixed Basket (Fragrance + 3 others) / Store / Full Price,5756.75,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
HAIRCARE,estore,1,56,63.06678571428572,66.69803571428572,102.16339285714285,86.03267857142858,0.35714285714285715,0.0,0.125,78.0,Discounted,Haircare,Estore,Haircare / Estore / Discounted,5721.15,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|SKINCARE|HAIRCARE,store,1,11,59.14272727272728,185.63636363636363,490.9709090909091,413.95363636363635,0.6363636363636364,0.18181818181818182,0.0,33.0,Discounted,Mixed Basket (Skincare + 2 others),Store,Mixed Basket (Skincare + 2 others) / Store / Discounted,5400.68,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|MAEK UP,estore,0,50,61.11600000000001,71.0466,107.44120000000001,98.94120000000001,0.38,0.04,0.2,45.0,Full Price,Mixed Basket (Make Up + 1 others),Estore,Mixed Basket (Make Up + 1 others) / Estore / Full Price,5372.06,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|MAKE UP,store,1,43,44.25372093023256,88.14906976744186,123.47209302325582,105.01930232558139,0.4418604651162791,0.046511627906976744,0.046511627906976744,44.0,Discounted,Mixed Basket (Make Up + 1 others),Store,Mixed Basket (Make Up + 1 others) / Store / Discounted,5309.3,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|MAEK UP|MAKE UP,store,0,26,62.33269230769231,158.27423076923077,203.89423076923077,178.67307692307693,0.5384615384615384,0.11538461538461539,0.11538461538461539,29.5,Full Price,Mixed Basket (Skincare + 2 others),Store,Mixed Basket (Skincare + 2 others) / Store / Full Price,5301.25,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|SKINCARE,estore,1,33,67.04090909090908,93.9409090909091,159.13484848484848,131.87121212121212,0.45454545454545453,0.06060606060606061,0.2727272727272727,92.0,Discounted,Mixed Basket (Skincare + 1 others),Estore,Mixed Basket (Skincare + 1 others) / Estore / Discounted,5251.45,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAEK UP|MAEK UP,store,1,20,55.20399999999999,74.54650000000001,258.08500000000004,208.977,0.3,0.1,0.05,43.5,Discounted,Mixed Basket (Skincare + 2 others),Store,Mixed Basket (Skincare + 2 others) / Store / Discounted,5161.700000000001,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|HAIRCARE,store,0,35,57.04342857142857,77.40114285714286,144.25628571428572,142.17885714285714,0.4,0.05714285714285714,0.11428571428571428,57.5,Full Price,Mixed Basket (Skincare + 1 others),Store,Mixed Basket (Skincare + 1 others) / Store / Full Price,5048.97,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
OTHERS|FRAGRANCE,estore,1,31,87.59774193548388,96.55548387096773,160.35096774193548,130.09290322580645,0.2903225806451613,0.03225806451612903,0.22580645161290322,95.0,Discounted,Mixed Basket (Others + 1 others),Estore,Mixed Basket (Others + 1 others) / Estore / Discounted,4970.88,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|SKINCARE,store,1,31,41.17032258064516,80.21129032258065,159.0106451612903,131.57,0.25806451612903225,0.0967741935483871,0.03225806451612903,54.5,Discounted,Mixed Basket (Make Up + 1 others),Store,Mixed Basket (Make Up + 1 others) / Store / Discounted,4929.33,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
OTHERS|MAEK UP,store,1,22,40.29363636363637,137.48318181818183,218.57227272727275,203.42772727272725,0.45454545454545453,0.18181818181818182,0.09090909090909091,15.0,Discounted,Mixed Basket (Others + 1 others),Store,Mixed Basket (Others + 1 others) / Store / Discounted,4808.59,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|MAEK UP|SKINCARE,store,0,31,54.31838709677419,98.89935483870968,152.5283870967742,140.20935483870966,0.5161290322580645,0.06451612903225806,0.03225806451612903,75.0,Full Price,Mixed Basket (Skincare + 2 others),Store,Mixed Basket (Skincare + 2 others) / Store / Full Price,4728.38,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|FRAGRANCE|FRAGRANCE,store,1,18,169.6988888888889,169.37833333333333,261.1927777777778,200.87333333333333,0.5555555555555556,0.1111111111111111,0.1111111111111111,47.5,Discounted,Mixed Basket (Skincare + 2 others),Store,Mixed Basket (Skincare + 2 others) / Store / Discounted,4701.47,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
OTHERS|FRAGRANCE|FRAGRANCE|FRAGRANCE,store,1,13,284.03076923076924,335.2646153846154,351.3107692307692,283.4469230769231,0.5384615384615384,0.3076923076923077,0.0,1.0,Discounted,Mixed Basket (Others + 3 others),Store,Mixed Basket (Others + 3 others) / Store / Discounted,4567.04,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
HAIRCARE,estore,0,36,93.05111111111111,103.75305555555556,126.06305555555556,120.14055555555557,0.5555555555555556,0.0,0.25,39.5,Full Price,Haircare,Estore,Haircare / Estore / Full Price,4538.27,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|MAKE UP,estore,1,29,53.35931034482759,86.65103448275862,156.46793103448275,131.9855172413793,0.4827586206896552,0.034482758620689655,0.27586206896551724,29.5,Discounted,Mixed Basket (Make Up + 1 others),Estore,Mixed Basket (Make Up + 1 others) / Estore / Discounted,4537.57,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|MAKE UP|SKINCARE,store,0,30,54.510666666666665,91.71833333333333,149.129,141.18766666666667,0.6333333333333333,0.06666666666666667,0.13333333333333333,52.0,Full Price,Mixed Basket (Skincare + 2 others),Store,Mixed Basket (Skincare + 2 others) / Store / Full Price,4473.87,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|MAEK UP|MAKE UP|MAKE UP,store,0,13,101.51923076923077,172.31615384615387,330.7853846153846,269.9930769230769,0.38461538461538464,0.15384615384615385,0.0,93.0,Full Price,Mixed Basket (Make Up + 3 others),Store,Mixed Basket (Make Up + 3 others) / Store / Full Price,4300.21,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAEK UP,estore,0,13,54.04692307692308,168.62538461538463,317.8807692307692,295.74538461538464,0.5384615384615384,0.15384615384615385,0.3076923076923077,33.0,Full Price,Mixed Basket (Make Up + 2 others),Estore,Mixed Basket (Make Up + 2 others) / Estore / Full Price,4132.45,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE,store,1,3,830.8333333333334,894.5833333333334,1368.5666666666666,1065.1499999999999,0.6666666666666666,0.6666666666666666,0.0,60.0,Discounted,Mixed Basket (Fragrance + 6 others),Store,Mixed Basket (Fragrance + 6 others) / Store / Discounted,4105.7,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE,store,0,21,46.7047619047619,112.41714285714286,192.6290476190476,179.17000000000002,0.5238095238095238,0.14285714285714285,0.09523809523809523,22.0,Full Price,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Full Price,4045.21,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE,store,0,4,588.5,714.0274999999999,1006.49,831.105,0.25,0.25,0.0,0.0,Full Price,Mixed Basket (Fragrance + 5 others),Store,Mixed Basket (Fragrance + 5 others) / Store / Full Price,4025.96,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
FRAGRANCE|MAKE UP,store,1,30,111.64733333333334,110.858,130.07933333333332,117.99133333333333,0.4,0.03333333333333333,0.0,71.5,Discounted,Mixed Basket (Fragrance + 1 others),Store,Mixed Basket (Fragrance + 1 others) / Store / Discounted,3902.3799999999997,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
FRAGRANCE|FRAGRANCE|FRAGRANCE,estore,1,18,229.54833333333332,187.19611111111112,215.735,145.14777777777778,0.2777777777777778,0.16666666666666666,0.05555555555555555,40.0,Discounted,Mixed Basket (Fragrance + 2 others),Estore,Mixed Basket (Fragrance + 2 others) / Estore / Discounted,3883.2300000000005,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|SKINCARE|SKINCARE|SKINCARE,estore,0,31,63.14290322580645,87.38774193548387,124.9058064516129,114.22838709677418,0.4838709677419355,0.06451612903225806,0.22580645161290322,14.0,Full Price,Mixed Basket (Skincare + 3 others),Estore,Mixed Basket (Skincare + 3 others) / Estore / Full Price,3872.08,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAKE UP|MAEK UP,estore,0,18,40.355,95.15,212.6977777777778,192.41666666666666,0.6666666666666666,0.16666666666666666,0.3888888888888889,46.5,Full Price,Mixed Basket (Make Up + 1 others),Estore,Mixed Basket (Make Up + 1 others) / Estore / Full Price,3828.5600000000004,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAKE UP|MAEK UP,estore,1,18,49.33722222222222,99.9088888888889,212.14444444444445,185.6661111111111,0.6666666666666666,0.16666666666666666,0.3888888888888889,73.5,Discounted,Mixed Basket (Make Up + 1 others),Estore,Mixed Basket (Make Up + 1 others) / Estore / Discounted,3818.6,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAKE UP,store,0,48,68.92291666666667,68.745,79.53583333333333,76.99062500000001,0.22916666666666666,0.0,0.020833333333333332,72.0,Full Price,Mixed Basket (Make Up + 2 others),Store,Mixed Basket (Make Up + 2 others) / Store / Full Price,3817.72,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAEK UP,estore,1,32,56.3690625,98.5425,118.79,98.410625,0.46875,0.0625,0.25,25.0,Discounted,Mixed Basket (Make Up + 1 others),Estore,Mixed Basket (Make Up + 1 others) / Estore / Discounted,3801.28,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|SKINCARE|SKINCARE,estore,0,34,51.41117647058824,77.75470588235294,109.38470588235293,100.08470588235295,0.2647058823529412,0.058823529411764705,0.0,60.0,Full Price,Mixed Basket (Skincare + 2 others),Estore,Mixed Basket (Skincare + 2 others) / Estore / Full Price,3719.08,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
